id,Title,bodyPart,target,Equipment,secondaryMuscles,instructions,Desc,difficulty,category,updated_at,gifUrl,exercise_type
969,band alternating v-up,waist,abs,band,"[""hip flexors""]","[""Lie flat on your back with your legs straight and your arms extended overhead, holding the band."",""Engage your abs and lift your legs and upper body off the ground simultaneously, reaching your hands towards your toes."",""As you lower your legs and upper body back down, switch the position of your legs, crossing one over the other."",""Repeat the movement, alternating the position of your legs with each repetition."",""Continue for the desired number of repetitions.""]","The band alternating v-up is an abdominal exercise that targets the abs and hip flexors. It involves lying on your back, holding a resistance band, and simultaneously lifting your legs and upper body while alternating leg positions.",intermediate,strength,2026-01-03 11:42:52.768196+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0969.gif,W
970,band assisted pull-up,back,lats,band,"[""biceps"",""forearms""]","[""Attach the band to a pull-up bar or sturdy anchor point."",""Step onto the band and grip the bar with your palms facing away from you, hands slightly wider than shoulder-width apart."",""Hang with your arms fully extended, keeping your core engaged and your shoulders down and back."",""Pull your body up towards the bar by squeezing your shoulder blades together and driving your elbows down towards your hips."",""Continue pulling until your chin is above the bar, then slowly lower yourself back down to the starting position."",""Repeat for the desired number of repetitions.""]","The band assisted pull-up is a variation of the traditional pull-up that uses a resistance band to provide assistance, making it easier to perform the movement. This exercise targets the latissimus dorsi (lats) and also works the biceps and forearms. It is commonly used to build strength and improve pull-up technique, especially for those who are not yet able to perform unassisted pull-ups.",beginner,strength,2026-01-03 11:42:52.906957+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0970.gif,W
971,band assisted wheel rollerout,waist,abs,band,"[""lower back""]","[""Kneel on the floor and hold the handles of the band with both hands, palms facing down."",""Place the band on the ground in front of you and position your hands shoulder-width apart."",""Engage your core and slowly roll the wheel forward, extending your body as far as you can while maintaining control."",""Pause for a moment at the furthest point, then slowly roll the wheel back towards your knees to return to the starting position."",""Repeat for the desired number of repetitions.""]",The band assisted wheel rollout is an abdominal exercise that uses a resistance band to help control the movement and reduce the difficulty compared to a standard ab wheel rollout. It targets the abs and also engages the lower back for stability.,intermediate,strength,2026-01-03 11:42:53.313184+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0971.gif,W
972,band bicycle crunch,waist,abs,band,"[""hip flexors"",""obliques""]","[""Lie flat on your back with your hands behind your head and your knees bent."",""Lift your feet off the ground and bring your right knee towards your chest while simultaneously twisting your torso to bring your left elbow towards your right knee."",""Straighten your right leg while bringing your left knee towards your chest and twisting your torso to bring your right elbow towards your left knee."",""Continue alternating the twisting motion, as if you are pedaling a bicycle, while keeping your core engaged throughout the movement."",""Repeat for the desired number of repetitions.""]","The band bicycle crunch is a core exercise that targets the abs, with additional emphasis on the hip flexors and obliques. The use of a resistance band increases the challenge, requiring greater core stability and strength.",intermediate,strength,2026-01-03 11:42:53.584031+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0972.gif,W
974,band close-grip pulldown,back,lats,band,"[""biceps"",""forearms""]","[""Attach the band to a high anchor point, such as a pull-up bar or sturdy beam."",""Stand facing the anchor point and grab the band with an underhand grip, hands shoulder-width apart."",""Step back to create tension in the band, keeping your feet hip-width apart."",""Engage your core and keep your back straight as you pull the band down towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the bottom of the movement, then slowly release the band back to the starting position."",""Repeat for the desired number of repetitions.""]","The band close-grip pulldown is a resistance exercise targeting the latissimus dorsi (lats) using a resistance band anchored overhead. It mimics the motion of a cable pulldown but uses a band for resistance, making it accessible and effective for home workouts.",beginner,strength,2026-01-03 11:42:54.026399+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0974.gif,M
975,band close-grip push-up,upper arms,triceps,band,"[""chest"",""shoulders""]","[""Place a band around your upper arms, just above the elbows."",""Assume a push-up position with your hands directly under your shoulders and your body in a straight line from head to heels."",""Bend your elbows and lower your chest towards the ground, keeping your elbows close to your sides."",""Push through your palms to extend your arms and return to the starting position."",""Repeat for the desired number of repetitions.""]","The band close-grip push-up is a variation of the traditional push-up that uses a resistance band to increase tension and target the triceps more effectively. The close hand placement emphasizes the triceps, while the band adds extra resistance throughout the movement.",intermediate,strength,2026-01-03 11:42:54.283994+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0975.gif,BW
976,band concentration curl,upper arms,biceps,band,"[""forearms""]","[""Sit on a bench or chair with your legs spread apart and your feet flat on the ground."",""Hold one end of the band in your hand and step on the other end with your foot on the same side."",""Lean forward slightly and rest your elbow on the inside of your thigh, just above the knee."",""With your palm facing up, slowly curl your hand towards your shoulder, keeping your upper arm stationary."",""Pause for a moment at the top, then slowly lower your hand back down to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""]","The band concentration curl is an isolation exercise targeting the biceps using a resistance band. It is performed seated, with the working arm braced against the thigh to minimize cheating and maximize biceps engagement.",beginner,strength,2026-01-03 11:42:54.558704+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0976.gif,W
977,band front lateral raise,shoulders,delts,band,"[""traps"",""upper back""]","[""Stand with your feet shoulder-width apart and hold the band in front of your thighs with your palms facing down."",""Keep your arms straight and lift the band up in front of you until your arms are parallel to the ground."",""Pause for a moment at the top, then slowly lower the band back down to the starting position."",""Repeat for the desired number of repetitions.""]","The band front lateral raise is a shoulder exercise that targets the deltoid muscles. Using a resistance band, you lift your arms straight in front of you, working the shoulders and upper back.",beginner,strength,2026-01-03 11:42:54.782713+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0977.gif,W
978,band front raise,shoulders,delts,band,"[""triceps"",""upper back""]","[""Stand with your feet shoulder-width apart and hold the band in front of your thighs with your palms facing down."",""Keep your arms straight and slowly raise them forward until they are parallel to the ground."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""]","The band front raise is an exercise targeting the deltoid muscles of the shoulders. It is performed by standing on a resistance band and raising the arms straight in front of the body to shoulder height, then lowering them back down. This movement helps build shoulder strength and stability, with secondary activation of the triceps and upper back.",beginner,strength,2026-01-03 11:42:55.214685+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0978.gif,W
979,band horizontal pallof press,waist,abs,band,"[""obliques"",""glutes""]","[""Attach the band to a sturdy anchor point at waist height."",""Stand perpendicular to the anchor point with your feet shoulder-width apart."",""Grasp the band handle with both hands and step away from the anchor point to create tension in the band."",""Bring your hands to your chest, keeping your elbows bent and close to your body."",""Engage your core and maintain a stable stance."",""Extend your arms straight out in front of you, pushing the band away from your body."",""Hold the extended position for a few seconds, focusing on maintaining tension in your core."",""Slowly bring your hands back to your chest, resisting the pull of the band."",""Repeat for the desired number of repetitions.""]","The band horizontal Pallof press is an anti-rotation core exercise that targets the abs and obliques, helping to build core stability and strength. It is performed using a resistance band anchored at waist height.",beginner,strength,2026-01-03 11:42:55.488982+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0979.gif,W
980,band bent-over hip extension,upper legs,glutes,band,"[""hamstrings"",""lower back""]","[""Attach the band to a sturdy anchor point at ankle height."",""Stand facing away from the anchor point with your feet shoulder-width apart."",""Step back to create tension in the band, keeping your knees slightly bent."",""Hinge at the hips and lean forward, maintaining a neutral spine."",""Extend your right leg straight back, squeezing your glutes at the top."",""Lower your right leg back down and repeat with the left leg."",""Continue alternating legs for the desired number of repetitions.""]","The band bent-over hip extension is an exercise targeting the glutes, performed by extending one leg back against resistance from a band while maintaining a bent-over position. It also engages the hamstrings and lower back.",beginner,strength,2026-01-03 11:42:55.641412+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0980.gif,W
981,band jack knife sit-up,waist,abs,band,"[""hip flexors""]","[""Lie flat on your back with your legs straight and your arms extended overhead, holding the band."",""Engage your abs and lift your legs and upper body simultaneously, bringing your hands towards your feet."",""Pause for a moment at the top, then slowly lower your legs and upper body back down to the starting position."",""Repeat for the desired number of repetitions.""]","The band jack knife sit-up is an abdominal exercise that uses a resistance band to increase difficulty. It targets the abs and also works the hip flexors. The movement involves simultaneously lifting the legs and upper body while holding a resistance band, requiring core strength and coordination.",intermediate,strength,2026-01-03 11:42:55.787029+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0981.gif,W
983,band kneeling one arm pulldown,back,lats,band,"[""biceps"",""rhomboids""]","[""Attach the band to a sturdy anchor point above your head."",""Kneel down and hold the band with one hand, palm facing down."",""Extend your arm fully overhead, keeping your elbow slightly bent."",""Engage your lat muscles and pull the band down towards your side, bringing your elbow towards your ribcage."",""Pause for a moment at the bottom, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""]","The band kneeling one arm pulldown is a resistance band exercise targeting the latissimus dorsi (lats) and also engaging the biceps and rhomboids. It involves kneeling and pulling a resistance band from overhead down to your side, focusing on controlled movement and muscle engagement.",beginner,strength,2026-01-03 11:42:56.051144+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0983.gif,W
984,band lying hip internal rotation,upper legs,glutes,band,"[""hamstrings"",""quadriceps""]","[""Lie on your back with your legs straight and a resistance band looped around your feet."",""Bend your knees and bring them towards your chest, keeping your feet together."",""Slowly rotate your knees outwards, away from each other, while keeping your feet together."",""Pause for a moment at the end of the rotation, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""]","The band lying hip internal rotation is an exercise that targets the glutes and helps improve hip mobility and strength. It is performed lying on your back with a resistance band looped around your feet, focusing on rotating the knees outward while keeping the feet together.",beginner,mobility,2026-01-03 11:42:56.481856+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0984.gif,W
985,band kneeling twisting crunch,waist,abs,band,"[""obliques""]","[""Attach the band to a sturdy anchor point at waist height."",""Kneel down facing away from the anchor point and hold the band with both hands, keeping your elbows bent and close to your sides."",""Engage your abs and slowly twist your torso to one side, bringing your hands towards your opposite hip."",""Pause for a moment, then slowly return to the starting position."",""Repeat on the other side."",""Continue alternating sides for the desired number of repetitions.""]","The band kneeling twisting crunch is an abdominal exercise that targets the abs and obliques using a resistance band. It involves kneeling and twisting the torso against the resistance of the band, engaging the core muscles.",intermediate,strength,2026-01-03 11:42:56.708329+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0985.gif,W
986,band one arm overhead biceps curl,upper arms,biceps,band,"[""forearms"",""shoulders""]","[""Stand with your feet shoulder-width apart and place one end of the band under your foot."",""Hold the other end of the band with your arm fully extended overhead, palm facing forward."",""Keeping your upper arm stationary, curl your forearm towards your shoulder, squeezing your biceps."",""Pause for a moment at the top, then slowly lower your forearm back to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""]","The band one arm overhead biceps curl is an isolation exercise targeting the biceps, performed with a resistance band. It involves curling the arm overhead while keeping the upper arm stationary, providing resistance throughout the movement.",beginner,strength,2026-01-03 11:42:56.821404+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0986.gif,W
987,band one arm single leg split squat,upper legs,quads,band,"[""glutes"",""hamstrings""]","[""Stand with your feet hip-width apart and place a resistance band around your ankles."",""Extend one leg forward and rest the top of your foot on a bench or step behind you."",""Hold onto a support with one hand for balance."",""Bend your standing leg and lower your body down into a squat position, keeping your knee in line with your toes."",""Push through your heel to return to the starting position."",""Repeat for the desired number of repetitions, then switch legs.""]","The band one arm single leg split squat is a lower body exercise that targets the quadriceps, with secondary emphasis on the glutes and hamstrings. It involves performing a split squat on one leg with the rear foot elevated and a resistance band around the ankles, challenging balance and unilateral strength.",intermediate,strength,2026-01-03 11:42:57.011865+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0987.gif,W
988,band one arm standing low row,back,upper back,band,"[""biceps"",""shoulders""]","[""Attach the band to a stable anchor point at waist height."",""Stand facing the anchor point with your feet shoulder-width apart."",""Hold the band with one hand, palm facing inward, and step back to create tension in the band."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Pull the band towards your waist, squeezing your shoulder blades together."",""Pause for a moment at the top of the movement, then slowly release the band back to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""]","The band one arm standing low row is a resistance band exercise targeting the upper back, performed by pulling a band anchored at waist height towards your waist with one arm while standing.",beginner,strength,2026-01-03 11:42:57.15921+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0988.gif,W
989,band one arm twisting chest press,chest,pectorals,band,"[""shoulders"",""triceps""]","[""Attach the band to a sturdy anchor point at chest height."",""Stand with your side facing the anchor point and grab the band with one hand."",""Step away from the anchor point to create tension in the band."",""Position your feet shoulder-width apart and slightly bend your knees."",""Bring your hand holding the band across your body, towards the opposite shoulder."",""While maintaining tension in the band, push your hand forward and away from your body, extending your arm."",""Slowly return to the starting position and repeat for the desired number of repetitions."",""Switch sides and repeat the exercise with the other hand.""]","The band one arm twisting chest press is a unilateral chest exercise using a resistance band. It targets the pectorals while also engaging the shoulders and triceps. The twisting motion adds a rotational component, increasing core activation and coordination demands.",intermediate,strength,2026-01-03 11:42:57.42544+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0989.gif,W
990,band one arm twisting seated row,back,upper back,band,"[""biceps"",""shoulders""]","[""Sit on a bench or chair with your feet flat on the ground and your back straight."",""Hold the band with one hand and extend your arm fully in front of you."",""Keeping your back straight, pull the band towards your body by bending your elbow and squeezing your shoulder blades together."",""At the same time, twist your torso towards the side of the pulling arm."",""Pause for a moment at the top, then slowly release the tension in the band and return to the starting position."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The band one arm twisting seated row is a resistance exercise targeting the upper back, with secondary emphasis on the biceps and shoulders. It incorporates a twisting motion to engage the core and improve rotational strength.",intermediate,strength,2026-01-03 11:42:57.544654+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0990.gif,W
991,band pull through,upper legs,glutes,band,"[""hamstrings"",""lower back""]","[""Attach a resistance band to a sturdy anchor point at ground level."",""Stand facing away from the anchor point with your feet shoulder-width apart."",""Step forward to create tension in the band, keeping your knees slightly bent."",""Hinge at the hips and push your glutes back, maintaining a slight bend in your knees."",""Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings."",""Drive your hips forward and squeeze your glutes to return to the starting position."",""Repeat for the desired number of repetitions.""]","The band pull through is a hip hinge exercise that targets the glutes, hamstrings, and lower back using a resistance band. It is performed by hinging at the hips while facing away from an anchored band, then driving the hips forward to stand upright.",beginner,strength,2026-01-03 11:42:57.679544+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0991.gif,W
992,band push sit-up,waist,abs,band,"[""shoulders"",""chest""]","[""Attach the band securely to a stable anchor point."",""Lie flat on your back with your knees bent and feet flat on the ground."",""Hold the band with both hands and extend your arms straight up towards the ceiling."",""Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle."",""Pause for a moment at the top, then slowly lower your upper body back down to the starting position."",""Repeat for the desired number of repetitions.""]",The band push sit-up is an abdominal exercise that incorporates resistance from a band to increase the challenge on the core muscles. It also engages the shoulders and chest as stabilizers during the movement.,intermediate,strength,2026-01-03 11:42:57.855818+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0992.gif,W
993,band reverse fly,shoulders,delts,band,"[""upper back"",""trapezius""]","[""Attach the band to a stationary object at chest height."",""Stand with your feet shoulder-width apart and hold the band with both hands in front of you."",""Keep your arms straight and lift them out to the sides until they are parallel to the ground."",""Squeeze your shoulder blades together at the top of the movement."",""Slowly lower your arms back to the starting position."",""Repeat for the desired number of repetitions.""]","The band reverse fly is an exercise that targets the deltoid muscles of the shoulders, as well as the upper back and trapezius. It is performed using a resistance band attached to a stationary object, and involves pulling the band apart with straight arms to strengthen the rear delts and upper back.",beginner,strength,2026-01-03 11:42:58.032587+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0993.gif,W
994,band reverse wrist curl,lower arms,forearms,band,"[""forearms""]","[""Sit on a bench or chair with your feet flat on the ground."",""Hold the band with an overhand grip, palms facing down, and wrap it around your fingers."",""Rest your forearms on your thighs, with your wrists hanging off the edge."",""Slowly curl your wrists upward, squeezing your forearms."",""Pause for a moment at the top, then slowly lower your wrists back down to the starting position."",""Repeat for the desired number of repetitions.""]","The band reverse wrist curl is an isolation exercise targeting the forearms, specifically the wrist extensors, using a resistance band. It is performed seated, with the forearms resting on the thighs and the wrists curling upward against the resistance of the band.",beginner,strength,2026-01-03 11:42:58.20354+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0994.gif,W
996,band seated hip internal rotation,upper legs,glutes,band,"[""hamstrings"",""quadriceps""]","[""Sit on a chair or bench with your back straight and feet flat on the ground."",""Place a resistance band around your thighs, just above your knees."",""Keep your knees bent at a 90-degree angle and your feet shoulder-width apart."",""Engage your glutes and slowly rotate your knees outward, pushing against the resistance of the band."",""Pause for a moment at the end of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""]","The band seated hip internal rotation is an exercise that targets the glutes and helps improve hip mobility and strength. It is performed while seated, using a resistance band to provide external resistance as you rotate your knees outward.",beginner,mobility,2026-01-03 11:42:58.330115+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0996.gif,W
997,band shoulder press,shoulders,delts,band,"[""triceps"",""upper back""]","[""Stand with your feet shoulder-width apart and place the band under your feet."",""Hold the band with your palms facing forward and raise your hands to shoulder height, elbows bent."",""Press the band overhead, fully extending your arms."",""Pause for a moment at the top, then slowly lower the band back to shoulder height."",""Repeat for the desired number of repetitions.""]","The band shoulder press is a resistance exercise targeting the deltoid muscles of the shoulders, using a resistance band for added tension. It also engages the triceps and upper back as secondary muscles. The movement involves pressing the band overhead from shoulder height, making it a fundamental strength exercise for the upper body.",beginner,strength,2026-01-03 11:42:58.432065+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0997.gif,W
998,band side triceps extension,upper arms,triceps,band,"[""shoulders""]","[""Stand with your feet shoulder-width apart and hold the band with both hands, palms facing down."",""Extend your arms straight out to the sides, keeping them parallel to the ground."",""Slowly bend your elbows and bring your hands towards your shoulders, keeping your upper arms still."",""Pause for a moment, then slowly extend your arms back out to the starting position."",""Repeat for the desired number of repetitions.""]","The band side triceps extension is an exercise targeting the triceps using a resistance band. It also engages the shoulders as secondary muscles. The movement involves extending the arms out to the sides and bending the elbows to bring the hands toward the shoulders, then returning to the starting position.",beginner,strength,2026-01-03 11:42:58.58798+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0998.gif,W
999,band single leg calf raise,lower legs,calves,band,"[""ankles"",""feet""]","[""Stand with your feet hip-width apart and place the band around the ball of your left foot."",""Hold onto a stable object for balance if needed."",""Slowly raise your left heel off the ground, lifting your body weight onto the ball of your foot."",""Pause for a moment at the top, then slowly lower your left heel back down to the starting position."",""Repeat for the desired number of repetitions, then switch to the right leg.""]","The band single leg calf raise is a lower leg exercise that targets the calves using a resistance band. It also engages the ankles and feet, helping to improve strength and stability in the lower leg. The movement is performed one leg at a time, which increases the balance and coordination required.",intermediate,strength,2026-01-03 11:42:58.739518+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0999.gif,W
1000,band single leg reverse calf raise,lower legs,calves,band,"[""hamstrings"",""glutes""]","[""Stand with your feet hip-width apart and place the band around the ball of your foot."",""Hold onto a stable object for balance."",""Slowly raise your heel off the ground, lifting your body weight onto the ball of your foot."",""Pause for a moment at the top, then slowly lower your heel back down to the starting position."",""Repeat for the desired number of repetitions, then switch to the other leg.""]","The band single leg reverse calf raise is a lower leg exercise that targets the calves, with secondary emphasis on the hamstrings and glutes. It uses a resistance band and requires balance and control as you raise your heel off the ground on one leg.",intermediate,strength,2026-01-03 11:42:58.87839+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1000.gif,W
1001,band single leg split squat,upper legs,quads,band,"[""glutes"",""hamstrings""]","[""Stand with your feet hip-width apart and place a resistance band around your ankles."",""Take a big step forward with your right foot and a smaller step back with your left foot."",""Bend your knees and lower your body until your right thigh is parallel to the ground, keeping your left knee slightly above the ground."",""Push through your right heel to return to the starting position."",""Repeat on the other side.""]","The band single leg split squat is a lower body exercise targeting the quads, with secondary emphasis on the glutes and hamstrings. It uses a resistance band for added tension and requires balance and coordination.",intermediate,strength,2026-01-03 11:42:59.006038+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1001.gif,BW
1002,band lying straight leg raise,waist,abs,band,"[""hip flexors""]","[""Lie flat on your back with your legs straight and your feet together."",""Place the band around the arches of your feet and hold the ends of the band with your hands."",""Engaging your abs, lift both legs off the ground until they are perpendicular to the floor."",""Pause for a moment at the top, then slowly lower your legs back down to the starting position."",""Repeat for the desired number of repetitions.""]",The band lying straight leg raise is an abdominal exercise that also engages the hip flexors. It uses a resistance band to add difficulty and helps strengthen the core and lower body.,intermediate,strength,2026-01-03 11:42:59.120735+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1002.gif,BW
1003,band squat row,upper legs,glutes,band,"[""hamstrings"",""quadriceps"",""back""]","[""Attach the band to a sturdy anchor point at waist height."",""Stand facing the anchor point with your feet shoulder-width apart."",""Hold the band handles with your palms facing each other and your arms extended in front of you."",""Bend your knees and lower into a squat position, keeping your back straight and chest lifted."",""From the squat position, pull the band handles towards your body, squeezing your shoulder blades together."",""Pause for a moment at the top, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""]","The band squat row is a compound exercise that targets the glutes while also engaging the hamstrings, quadriceps, and back. It combines a squat with a rowing motion using a resistance band, making it effective for both lower and upper body strength.",beginner,strength,2026-01-03 11:42:59.259928+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1003.gif,W
1004,band squat,upper legs,glutes,band,"[""quadriceps"",""hamstrings"",""calves""]","[""Stand with your feet shoulder-width apart, with the band placed just above your knees."",""Keeping your chest up and core engaged, push your hips back and bend your knees to lower into a squat position."",""Make sure your knees are tracking over your toes and your weight is in your heels."",""Pause for a moment at the bottom, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""]","The band squat is a lower body exercise that targets the glutes using a resistance band placed above the knees. It also engages the quadriceps, hamstrings, and calves. This exercise helps build strength and stability in the lower body.",beginner,strength,2026-01-03 11:42:59.58663+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1004.gif,W
1005,band standing crunch,waist,abs,band,"[""obliques""]","[""Attach the band to a sturdy anchor point at waist height."",""Stand facing away from the anchor point with your feet shoulder-width apart."",""Hold the band with both hands and bring it up to your chest, keeping your elbows bent and close to your body."",""Engage your abs and slowly crunch forward, bringing your chest towards your knees."",""Pause for a moment at the top of the crunch, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""]","The band standing crunch is an abdominal exercise performed with a resistance band anchored at waist height. It targets the abs and also engages the obliques. The movement involves crunching forward against the resistance of the band while standing, which can help strengthen the core.",beginner,strength,2026-01-03 11:42:59.712957+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1005.gif,W
1007,band standing twisting crunch,waist,abs,band,"[""obliques""]","[""Stand with your feet shoulder-width apart and place the band around your upper back, crossing it in front of your chest."",""Hold the ends of the band with your hands, keeping your elbows bent and close to your sides."",""Engage your abs and twist your torso to one side, bringing your elbow towards the opposite knee."",""Pause for a moment, then return to the starting position."",""Repeat on the other side."",""Continue alternating sides for the desired number of repetitions.""]","The band standing twisting crunch is an abdominal exercise that targets the abs and obliques using a resistance band. It involves twisting the torso while performing a crunch motion, engaging the core muscles.",beginner,strength,2026-01-03 11:42:59.846052+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1007.gif,W
1008,band step-up,upper legs,glutes,band,"[""quadriceps"",""hamstrings"",""calves""]","[""Place a band around your thighs, just above your knees."",""Stand facing a step or platform with your feet hip-width apart."",""Step up onto the platform with your right foot, pushing through your heel."",""Extend your left leg behind you, keeping it straight."",""Lower your left foot back down to the ground."",""Repeat with your left foot stepping up onto the platform."",""Continue alternating legs for the desired number of repetitions.""]","The band step-up is a lower body exercise that targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. It involves stepping onto a platform with resistance provided by a band around the thighs, enhancing muscle activation and stability.",beginner,strength,2026-01-03 11:43:00.019328+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1008.gif,W
1009,band stiff leg deadlift,upper legs,glutes,band,"[""hamstrings"",""lower back""]","[""Stand with your feet shoulder-width apart and place the band around your ankles."",""Hold the band with both hands in front of your thighs, palms facing your body."",""Keeping your back straight and your core engaged, hinge at the hips and slowly lower your upper body towards the ground."",""As you lower, push your hips back and allow your knees to bend slightly."",""Lower the band towards the ground, feeling a stretch in your hamstrings."",""Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your upper body back up to the starting position."",""Repeat for the desired number of repetitions.""]","The band stiff leg deadlift is a lower body exercise targeting the glutes, with secondary emphasis on the hamstrings and lower back. It uses a resistance band to provide tension throughout the movement, focusing on hip hinging and posterior chain activation.",beginner,strength,2026-01-03 11:43:00.146958+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1009.gif,W
1010,band straight leg deadlift,back,spine,band,"[""hamstrings"",""glutes""]","[""Stand with your feet shoulder-width apart and place the band around your feet."",""Hold the band with both hands, palms facing your body, and keep your arms straight."",""Engage your core and maintain a slight bend in your knees."",""Slowly hinge forward at your hips, keeping your back straight and chest lifted."",""Lower the band towards the ground while keeping your legs straight."",""Pause for a moment at the bottom, then squeeze your glutes and hamstrings to return to the starting position."",""Repeat for the desired number of repetitions.""]","The band straight leg deadlift is a resistance exercise targeting the muscles of the lower back, hamstrings, and glutes. Using a resistance band, it mimics the movement of a traditional straight leg deadlift, focusing on hip hinging and posterior chain activation.",beginner,strength,2026-01-03 11:43:00.362924+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1010.gif,W
1011,band seated twist,waist,abs,band,"[""obliques""]","[""Sit on the ground with your legs extended in front of you and your back straight."",""Wrap the band around your waist and hold the ends with both hands."",""Engage your abs and slowly twist your torso to one side, keeping your back straight and your feet on the ground."",""Pause for a moment at the end of the twist, then slowly return to the starting position."",""Repeat the twist to the other side."",""Continue alternating sides for the desired number of repetitions.""]","The band seated twist is an exercise that targets the abdominal muscles, particularly the obliques, by incorporating rotational movement with resistance from a band. It is performed seated on the ground with legs extended and involves twisting the torso side to side.",beginner,strength,2026-01-03 11:43:00.554306+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1011.gif,W
1012,band twisting overhead press,shoulders,delts,band,"[""triceps"",""upper back""]","[""Stand with your feet shoulder-width apart and place the band under your feet."",""Hold the band handles at shoulder height with your palms facing forward."",""Engage your core and press the band overhead, fully extending your arms."",""As you press, twist your torso to one side, keeping your hips stable."",""Pause for a moment at the top, then return to the starting position."",""Repeat the press and twist on the opposite side."",""Continue alternating sides for the desired number of repetitions.""]","The band twisting overhead press is a dynamic shoulder exercise that combines an overhead press with a torso twist, engaging the deltoids, triceps, and upper back while also challenging core stability and coordination.",intermediate,strength,2026-01-03 11:43:00.691534+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/1012.gif,W
